40,65,41,9,35
84,62,5,40,41
45,97,11,4,96
41,96,99,44,92
84,57,1,4,35
16,57,5,11,65
96,64,21,78,59
96,99,44,92,84
84,16,62,93,5
1,79,44,21,26
16,97,40,1,99
4,96,14,77,84
62,41,65,96,64
57,5,11,65,1
1,79,44,21,26
41,40,4,9,79
96,79,14,44,77
9,35,99,64,87
65,96,64,21,78
97,5,41,1,11
40,41,35,64,92
62,5,40,41,35
96,64,21,78,59
11,41,79,87,84
62,93,5,1,40
41,65,96,64,21
2,62,97,1,47
62,41,65,96,64
16,93,1,65,9
11,40,47,65,4
62,93,5,1,40
84,16,62,93,5
62,57,93,97,5
1,47,41,96,99
65,41,9,35,99
1,4,35,44,79
97,1,47,41,96
41,96,99,44,92
4,41,1,9,96
9,79,64,77,79
96,35,79,99,14
41,9,35,99,64
84,45,93,41,40
4,41,1,9,96
16,97,40,1,99
96,35,79,99,14
41,47,1,79,44
1,9,96,35,79
45,97,11,4,96
2,45,57,97,41
2,16,45,62,57
96,14,77,84,34
1,99,77,78,93
5,47,9,14,92
2,62,97,1,47
40,65,41,9,35
62,57,93,97,5
4,96,14,77,84
2,93,11,41,79
62,41,65,96,64
65,41,9,35,99
84,62,5,40,41
47,9,14,92,26
62,5,40,41,35
16,45,62,57,93
41,1,11,40,47
97,40,1,99,77
11,47,4,1,96
62,41,65,96,64
84,45,93,41,40
16,97,40,1,99
16,93,1,65,9
41,11,47,4,1
41,1,11,40,47
93,41,40,4,9
93,11,41,79,87
93,5,1,40,65
93,97,5,41,1
5,47,9,14,92
41,35,64,92,78
41,79,87,84,9
4,35,44,79,34
41,1,11,40,47
1,11,40,47,65
1,4,35,44,79
9,79,64,77,79
9,79,64,77,79
65,41,9,35,99
2,93,11,41,79
41,11,47,4,1
93,1,65,9,99
93,1,65,9,99
57,5,11,65,1
93,5,1,40,65
4,1,96,79,14
97,1,47,41,96
2,16,45,62,57
16,93,1,65,9
97,1,47,41,96
45,97,11,4,96
57,97,41,11,47
1,11,40,47,65
47,4,1,96,79
47,65,4,41,1
57,93,97,5,41
62,57,93,97,5
41,79,87,84,9
93,11,41,79,87
65,96,64,21,78
93,11,41,79,87
41,40,4,9,79
41,1,9,96,35
47,9,14,92,26
16,93,1,65,9
5,41,1,11,40
62,5,40,41,35
40,41,35,64,92
62,5,40,41,35
4,35,44,79,34
96,79,14,44,77
97,5,41,1,11
5,11,65,1,35
1,47,41,96,99
62,5,40,41,35
2,45,57,97,41
57,1,4,35,44
16,45,62,57,93
57,93,97,5,41
16,62,93,5,1
47,41,96,99,44
93,41,40,4,9
40,41,35,64,92
5,40,41,35,64
9,14,92,26,47
5,1,40,65,41
16,97,40,1,99
16,93,1,65,9
45,62,57,93,97
2,57,41,47,1
4,96,14,77,84
57,5,11,65,1
41,1,9,96,35
9,14,92,26,47
96,79,14,44,77
84,16,62,93,5
96,99,44,92,84
96,79,14,44,77
62,57,93,97,5
1,79,44,21,26
47,9,14,92,26
62,5,40,41,35
84,45,93,41,40
1,35,14,87,21
2,57,41,47,1
9,79,64,77,79
97,1,47,41,96
41,65,96,64,21
1,40,65,41,9
47,41,96,99,44
5,41,1,11,40
9,35,99,64,87
4,9,79,64,77
96,14,77,84,34
65,9,99,87,79
40,65,41,9,35
5,41,1,11,40
16,45,62,57,93
1,9,96,35,79
62,57,93,97,5
5,47,9,14,92
47,9,14,92,26
1,40,65,41,9
65,96,64,21,78
84,45,93,41,40
16,57,5,11,65
5,40,41,35,64
41,35,64,92,78
45,62,57,93,97
5,40,41,35,64
2,45,57,97,41
57,93,97,5,41
57,1,4,35,44
47,65,4,41,1
97,41,11,47,4
40,47,65,4,41
16,93,1,65,9
5,41,1,11,40
4,1,96,79,14
47,41,96,99,44
96,64,21,78,59
57,97,41,11,47
1,99,77,78,93
65,41,9,35,99
41,11,47,4,1
93,97,5,41,1
4,1,96,79,14
16,93,1,65,9
41,65,96,64,21
97,40,1,99,77
65,41,9,35,99
96,79,14,44,77
1,96,79,14,44
84,57,1,4,35
1,9,96,35,79
97,40,1,99,77
1,40,65,41,9
4,35,44,79,34
96,79,14,44,77
65,1,35,14,87
